period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2022-04,WY,Wyoming,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WY,Wyoming,IND,industrial,11766.0,6.66,54.70482,821.47114,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WY,Wyoming,COM,commercial,58365.0,9.52,27.21621,285.77541,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WY,Wyoming,ALL,all sectors,351146.0,8.04,108.14248,1344.31809,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WI,Wisconsin,TRA,transportation,2.0,17.87,0.01368,0.07654,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WI,Wisconsin,RES,residential,2786452.0,15.37,253.81676,1651.18024,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WI,Wisconsin,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WI,Wisconsin,IND,industrial,5508.0,7.77,143.89241,1850.94843,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WI,Wisconsin,COM,commercial,364038.0,11.34,198.18062,1747.37486,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WI,Wisconsin,ALL,all sectors,3156000.0,11.35,595.90346,5249.58007,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WV,West Virginia,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WV,West Virginia,RES,residential,863192.0,13.24,97.11941,733.47071,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WV,West Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WV,West Virginia,IND,industrial,11251.0,6.39,76.50936,1197.42715,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WV,West Virginia,COM,commercial,149372.0,10.49,55.19217,526.191,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,US,U.S. Total,TRA,transportation,81.0,11.26,57.74284,512.8809,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,US,U.S. Total,RES,residential,138824502.0,14.71,14446.06615,98205.99509,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,US,U.S. Total,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,US,U.S. Total,IND,industrial,1033263.0,7.84,6366.59406,81212.05748,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,US,U.S. Total,COM,commercial,19240293.0,11.93,12384.00859,103819.9492,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,US,U.S. Total,ALL,all sectors,159098139.0,11.72,33254.41163,283750.88267,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACN,Pacific Noncontiguous,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACN,Pacific Noncontiguous,RES,residential,739743.0,33.64,124.98826,371.59762,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACN,Pacific Noncontiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACN,Pacific Noncontiguous,IND,industrial,1974.0,29.63,115.6796,390.38851,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACN,Pacific Noncontiguous,COM,commercial,116873.0,29.63,127.21905,429.35907,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACN,Pacific Noncontiguous,ALL,all sectors,858590.0,30.88,367.88691,1191.3452,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACC,Pacific Contiguous,TRA,transportation,19.0,11.74,8.0144,68.26835,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACC,Pacific Contiguous,RES,residential,18326147.0,18.1,1888.81834,10438.18612,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACC,Pacific Contiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACC,Pacific Contiguous,IND,industrial,196264.0,11.3,751.76671,6650.33517,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACC,Pacific Contiguous,COM,commercial,2384269.0,17.61,2209.19439,12548.00001,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PACC,Pacific Contiguous,ALL,all sectors,20906699.0,16.35,4857.79384,29704.78964,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MTN,Mountain,TRA,transportation,5.0,10.29,1.22967,11.9548,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MTN,Mountain,RES,residential,10345564.0,12.62,899.24593,7123.88039,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MTN,Mountain,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MTN,Mountain,IND,industrial,97524.0,6.98,479.56446,6866.4463,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MTN,Mountain,COM,commercial,1474810.0,9.92,773.5804,7794.80633,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MTN,Mountain,ALL,all sectors,11917903.0,9.88,2153.62045,21797.08781,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WSC,West South Central,TRA,transportation,6.0,7.09,1.05993,14.95101,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WSC,West South Central,RES,residential,17515418.0,12.78,1862.05071,14571.69878,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WSC,West South Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WSC,West South Central,IND,industrial,385363.0,6.68,1135.71972,17009.59762,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WSC,West South Central,COM,commercial,2392684.0,8.89,1422.91064,16014.1186,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WSC,West South Central,ALL,all sectors,20293471.0,9.29,4421.74099,47610.366,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ESC,East South Central,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OR,Oregon,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OR,Oregon,IND,industrial,25497.0,6.4,79.92948,1248.33748,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OR,Oregon,COM,commercial,247609.0,9.28,123.36471,1329.85297,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OR,Oregon,ALL,all sectors,2098647.0,9.17,385.6625,4204.33236,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OK,Oklahoma,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OK,Oklahoma,RES,residential,1841377.0,12.38,171.70104,1386.73318,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OK,Oklahoma,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OK,Oklahoma,IND,industrial,19208.0,5.81,108.95551,1875.51163,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OK,Oklahoma,COM,commercial,298007.0,8.99,134.09336,1492.1577,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OK,Oklahoma,ALL,all sectors,2158592.0,8.72,414.74991,4754.40251,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OH,Ohio,TRA,transportation,2.0,7.43,0.225,3.02812,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OH,Ohio,RES,residential,5031437.0,13.16,466.38548,3543.17521,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OH,Ohio,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OH,Ohio,IND,industrial,19082.0,7.52,302.87278,4029.54247,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OH,Ohio,COM,commercial,625418.0,10.39,350.29963,3371.31516,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OH,Ohio,ALL,all sectors,5675939.0,10.23,1119.78289,10947.06096,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ND,North Dakota,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ND,North Dakota,RES,residential,392208.0,10.48,42.72731,407.68849,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ND,North Dakota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ND,North Dakota,IND,industrial,9321.0,7.51,64.79586,862.69564,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,RI,Rhode Island,ALL,all sectors,516612.0,17.27,113.79683,658.77607,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PA,Pennsylvania,TRA,transportation,5.0,7.78,3.74892,48.1805,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PA,Pennsylvania,RES,residential,5486393.0,14.93,571.89305,3829.65216,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PA,Pennsylvania,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PA,Pennsylvania,IND,industrial,14697.0,7.55,313.10733,4148.70788,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PA,Pennsylvania,COM,commercial,726923.0,10.15,280.58635,2765.23062,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,PA,Pennsylvania,ALL,all sectors,6228018.0,10.84,1169.33565,10791.77116,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OR,Oregon,TRA,transportation,2.0,10.19,0.18976,1.86292,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,OR,Oregon,RES,residential,1825539.0,11.22,182.17856,1624.27899,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ND,North Dakota,COM,commercial,77099.0,8.64,50.86311,588.58753,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ND,North Dakota,ALL,all sectors,478628.0,8.52,158.38628,1858.97166,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NC,North Carolina,TRA,transportation,1.0,7.35,0.09374,1.27608,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NC,North Carolina,RES,residential,4842486.0,12.26,462.85563,3776.09969,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NC,North Carolina,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NC,North Carolina,IND,industrial,9285.0,6.97,141.05972,2022.43496,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NC,North Carolina,COM,commercial,740346.0,8.4,307.98772,3666.52254,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NC,North Carolina,ALL,all sectors,5592118.0,9.63,911.99681,9466.33326,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NY,New York,TRA,transportation,8.0,13.74,27.13901,197.53717,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NY,New York,RES,residential,7343030.0,21.07,746.1439,3541.05427,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NY,New York,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NY,New York,IND,industrial,7429.0,7.08,95.65469,1350.91011,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NY,New York,COM,commercial,1166594.0,16.37,894.88489,5466.41048,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NY,New York,ALL,all sectors,8517061.0,16.71,1763.82249,10555.91204,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NM,New Mexico,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NM,New Mexico,RES,residential,900374.0,13.73,59.51305,433.43818,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NM,New Mexico,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NM,New Mexico,IND,industrial,9452.0,6.58,60.39089,917.10507,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NM,New Mexico,COM,commercial,145912.0,10.62,73.59653,693.11158,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NM,New Mexico,ALL,all sectors,1055738.0,9.47,193.50046,2043.65482,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NJ,New Jersey,TRA,transportation,6.0,12.26,2.77662,22.65545,number of customers,cents per kilowatthour,million dollars,million kilowatthours
